0, 15479, 7501, 787747
10000, 4415, 5339, 1208226
20000, 4328, 14590, 1890827
30000, 4725, 6588, 1110348
40000, 4246, 36531, 840238
50000, 4751, 2562, 603824
60000, 22777, 5046, 528576
70000, 5254, 651, 635520
80000, 5109, 886, 767971
90000, 5217, 959, 864875
